geoid,period,Health Care Center (/100k pop),HIV
17199,2018,6.1278458,5.91
17201,2018,3.5568436,13.9
17203,2018,0.26528826,0
18001,2018,0.26528826,11.23
18003,2018,2.0268066,8.2
18005,2018,0.26528826,3.63
18007,2018,0.26528826,0
18009,2018,0.26528826,33.6
18011,2018,0.26528826,6.04
18013,2018,0.26528826,0
18015,2018,6.4694962,0
18017,2018,4.7710356,10.49
18019,2018,3.4103356,18.3
18021,2018,0.26528826,0
18023,2018,0.26528826,12.34
18025,2018,0.26528826,38.16
18027,2018,0.26528826,12.04
18029,2018,0.26528826,6
18031,2018,0.26528826,0
18033,2018,0.26528826,9.3
18035,2018,5.4408594,7
18037,2018,0.26528826,0
18039,2018,3.0083054,7.9
18041,2018,0.26528826,0
18043,2018,2.5022774,5.16
18045,2018,0.26528826,24.28
18047,2018,0.26528826,0
18049,2018,0.26528826,0
18051,2018,0.26528826,11.87
18053,2018,5.6506258,4.49
18055,2018,8.0067254,0
18057,2018,1.356745,4.1
18059,2018,2.5331792,5.3
18061,2018,3.3743818,9.98
18063,2018,0.26528826,12.3
18065,2018,3.0859174,0
18067,2018,2.4292186,4.83
18069,2018,0.26528826,10.97
18071,2018,4.4577708,9.07
18073,2018,0.26528826,8.94
18075,2018,6.333828,0
18077,2018,0.26528826,18.1
18079,2018,0.26528826,0
18081,2018,3.4313858,1.93
18083,2018,0.26528826,10.62
18085,2018,0.26528826,5.02
18087,2018,0.26528826,0
18089,2018,4.149733,13.6
18091,2018,2.1375036,7.5
18093,2018,0.26528826,0
18095,2018,5.7225886,6.4
18097,2018,5.1175346,26.2
18099,2018,0.26528826,8.56
18101,2018,0.26528826,0
18103,2018,3.5454486,8.34
18105,2018,0.26528826,12.3
18107,2018,3.4292998,7.76
18109,2018,0.26528826,5.7
18111,2018,0.26528826,0
18113,2018,0.26528826,0
18115,2018,0.26528826,0
18117,2018,0.26528826,0
18119,2018,4.5672932,0
18121,2018,7.0239544,23.73
18123,2018,0.26528826,0
18125,2018,0.26528826,32.53
18127,2018,3.6491932,3.5
18129,2018,0.26528826,15.6
18131,2018,0.26528826,0
18133,2018,0.26528826,10.57
18135,2018,0.26528826,0
18137,2018,0.26528826,0
18139,2018,5.0788602,0
18141,2018,3.6430088,11.6
18143,2018,4.2848912,29.9
18145,2018,4.4335728,6.73
18147,2018,0.26528826,0
18149,2018,6.0698976,0
18151,2018,0.26528826,8.67
18153,2018,0.26528826,0
18155,2018,0.26528826,0
18157,2018,2.7291898,4.9
18159,2018,0.26528826,0
18161,2018,0.26528826,0
18163,2018,3.5237854,8.5
18165,2018,7.3185254,0
18167,2018,2.9437646,3.69
18169,2018,0.26528826,0
18171,2018,0.26528826,0
18173,2018,0.26528826,4.77
18175,2018,3.988144,14.34
18177,2018,2.6792454,0
18179,2018,0.26528826,14.26
18181,2018,5.9130744,0
18183,2018,0.26528826,11.81
19001,2018,0.26528826,0
19003,2018,0.26528826,0
19005,2018,0.26528826,0
19007,2018,8.1676282,0
19009,2018,0.26528826,0
19011,2018,0.26528826,0
19013,2018,1.9704243,2.25
19015,2018,0.26528826,15.07
19017,2018,0.26528826,0
19019,2018,0.26528826,0
19021,2018,4.6445746,0
19023,2018,5.4038754,0
19025,2018,0.26528826,41.43
19027,2018,0.26528826,19.69
19029,2018,0.26528826,0
19031,2018,0.26528826,0
19033,2018,0.26528826,6.94
19035,2018,0.26528826,0
19037,2018,0.26528826,0
19039,2018,0.26528826,0
19041,2018,0.26528826,0
19043,2018,0.26528826,22.71
19045,2018,3.1295602,6.35
19047,2018,0.26528826,23.49
19049,2018,2.3679238,4.56
19051,2018,0.26528826,0
19053,2018,18.6931438,0
19055,2018,0.26528826,0
19057,2018,3.3932944,7.58
19059,2018,0.26528826,0
19061,2018,2.2588594,4.09
19063,2018,0.26528826,0
19065,2018,0.26528826,0
19067,2018,0.26528826,0
19069,2018,0.26528826,0
19071,2018,0.26528826,0
19073,2018,0.26528826,0
19075,2018,0.26528826,0
19077,2018,0.26528826,0
19079,2018,0.26528826,0
19081,2018,0.26528826,0
19083,2018,0.26528826,0
19085,2018,0.26528826,0
19087,2018,0.26528826,0
19089,2018,0.26528826,0
19091,2018,0.26528826,0
19093,2018,0.26528826,0
19095,2018,0.26528826,0
19097,2018,0.26528826,0
19099,2018,0.26528826,10.78
19101,2018,0.26528826,16.3
19103,2018,1.87300814,7.7
19105,2018,0.2652883,19.48
19107,2018,8.9814872,0
19109,2018,0.2652883,0
19111,2018,5.0078058,0
19113,2018,3.4785754,9.6
19115,2018,8.5700236,27.01
19117,2018,6.9878226,0
19119,2018,0.2652883,0
19121,2018,0.2652883,0
19123,2018,0.2652883,13.48
19125,2018,0.2652883,0
19127,2018,4.6408772,7.42
19129,2018,0.2652883,26.63
19131,2018,0.2652883,0
19133,2018,0.2652883,0
19135,2018,7.2768202,0
19137,2018,0.2652883,0
19139,2018,0.2652883,0
19141,2018,0.2652883,21.83
19143,2018,0.2652883,0
19145,2018,0.2652883,26.35
19147,2018,0.2652883,0
19149,2018,0.2652883,0
19151,2018,0.2652883,0
19153,2018,3.6128338,8.5
19155,2018,3.1392668,7.7
19157,2018,0.2652883,16.4
19159,2018,15.4257832,0
19161,2018,0.2652883,0
19163,2018,3.6086894,4.9
19165,2018,0.2652883,0
19167,2018,3.5914678,0
19169,2018,2.2541408,3.06
19171,2018,0.2652883,0
19173,2018,0.2652883,0
19175,2018,0.2652883,0
19177,2018,0.2652883,0
19179,2018,4.956851,0
19181,2018,0.2652883,0
19183,2018,0.2652883,13.45
19185,2018,11.1789618,47.19
19187,2018,5.887404,0
19189,2018,0.2652883,0
19191,2018,0.2652883,0
19193,2018,2.2057178,6
19195,2018,0.2652883,0
19197,2018,0.2652883,0
20001,2018,8.1147442,0
20003,2018,0.2652883,51.77
20005,2018,5.1247674,0
20007,2018,0.2652883,0
20009,2018,4.0819458,0
20011,2018,0.2652883,0
20013,2018,0.2652883,0
20015,2018,0.2652883,5.95
20017,2018,0.2652883,0
20019,2018,0.2652883,0
20021,2018,4.6440306,0
20023,2018,0.2652883,0
20025,2018,0.2652883,0
20027,2018,0.2652883,0
20029,2018,0.2652883,0
20031,2018,0.2652883,0
20033,2018,0.2652883,0
20035,2018,3.5678206,11.27
20037,2018,5.7096686,0
20039,2018,0.2652883,0
20041,2018,0.2652883,0
20043,2018,7.330154,0
20045,2018,2.792278,4.7
20047,2018,0.2652883,0
20049,2018,0.2652883,0
20051,2018,5.450502,10.43
20053,2018,0.2652883,0
20055,2018,3.4901872,8.06
20057,2018,3.6145578,11.59
20059,2018,4.136654,0
20061,2018,3.6404762,40.9
20063,2018,0.2652883,0
20065,2018,0.2652883,0
20067,2018,10.3890582,0
20069,2018,0.2652883,0
20071,2018,0.2652883,0
20073,2018,8.2017564,0
20075,2018,0.2652883,0
20077,2018,0.2652883,0
20079,2018,6.0526906,11.54
20081,2018,0.2652883,0
20083,2018,0.2652883,0
20085,2018,0.2652883,0
20087,2018,0.2652883,0
20089,2018,0.2652883,0
20091,2018,1.07298852,6.3
20093,2018,0.2652883,0
20095,2018,0.2652883,0
20097,2018,0.2652883,0
20099,2018,4.6407686,0
20101,2018,0.2652883,0
20103,2018,0.2652883,7.4
20105,2018,0.2652883,0
20107,2018,0.2652883,0
20109,2018,0.2652883,0
20111,2018,3.663795,8.95
20113,2018,3.9305746,10.42
20115,2018,0.2652883,0
20117,2018,0.2652883,0
20119,2018,0.2652883,0
20121,2018,3.6602892,0
20123,2018,0.2652883,0
20125,2018,7.1490182,12.25
20127,2018,0.2652883,0
20129,2018,0.2652883,0
20131,2018,0.2652883,0
20133,2018,0.2652883,0
20135,2018,0.2652883,0
20137,2018,0.2652883,56.47
20139,2018,5.2102848,0
20141,2018,0.2652883,0
20143,2018,0.2652883,0
20145,2018,11.0110236,0
20147,2018,0.2652883,0
20149,2018,0.2652883,0
20151,2018,0.2652883,42.31
20153,2018,0.2652883,0
20155,2018,2.749191,6.36
20157,2018,0.2652883,0
20159,2018,0.2652883,0
20161,2018,2.5455746,14
20163,2018,0.2652883,0
20165,2018,0.2652883,0
20167,2018,0.2652883,0
20169,2018,4.0193014,0
20171,2018,0.2652883,0
20173,2018,4.0422006,9.6
20175,2018,0.2652883,18.04
20177,2018,2.3458776,4.1
20179,2018,17.7364482,0
20181,2018,0.2652883,0
20183,2018,0.2652883,113.48
20185,2018,0.2652883,0
20187,2018,0.2652883,0
20189,2018,0.2652883,0
20191,2018,0.2652883,0
20193,2018,0.2652883,0
20195,2018,0.2652883,0
20197,2018,0.2652883,0
20199,2018,0.2652883,0
20201,2018,0.2652883,0
20203,2018,0.2652883,152.36
20205,2018,0.2652883,0
20207,2018,0.2652883,0
20209,2018,3.3203408,18.3
21001,2018,12.036148,15.4
21003,2018,0.2652883,19.1
21005,2018,11.2084522,17.73
21007,2018,7.191701,37.81
21009,2018,3.2326286,6.82
21011,2018,5.8472146,32.49
21013,2018,10.9762058,14.84
21015,2018,1.98290026,10.2
21017,2018,0.2652883,19.97
21019,2018,3.1004886,8.3
21021,2018,6.4834238,13.33
21023,2018,7.095519,36.75
21025,2018,5.7233892,31.05
21027,2018,0.2652883,19.89
21029,2018,0.2652883,7.3
21031,2018,5.7477942,31.33
21033,2018,8.0773926,23.86
21035,2018,0.2652883,10.24
21037,2018,2.3073396,13.9
21039,2018,9.1863728,63.65
21041,2018,6.2653236,37.63
21043,2018,0.2652883,14.7
21045,2018,11.3303566,25.46
21047,2018,3.5749886,0
21049,2018,0.2652883,8.29
21051,2018,11.778739,19.64
21053,2018,13.9640818,39.25
21055,2018,0.2652883,33.38
21057,2018,15.4325638,60.71
21059,2018,3.0374194,2.97
21061,2018,0.2652883,32.91
21063,2018,0.2652883,53.96
21065,2018,5.4627448,28.12
21067,2018,3.360954,16.8
21069,2018,5.4322538,27.79
21071,2018,7.5567502,10.99
21073,2018,4.174086,7.88
21075,2018,0.2652883,65.89
21077,2018,6.8944874,46.1
21079,2018,4.956717,22.86
21081,2018,0.2652883,15.98
21083,2018,3.4885796,8.05
21085,2018,0.2652883,11.36
21087,2018,0.2652883,36.41
21089,2018,3.5605138,11.22
21091,2018,0.2652883,45.97
21093,2018,0.2652883,20.9
21095,2018,5.6388598,11.21
21097,2018,0.2652883,21.31
21099,2018,4.7997704,21.34
21101,2018,4.3634172,8.67
21103,2018,0.2652883,25.05
21105,2018,0.2652883,91.22
21107,2018,3.1751978,8.74
21109,2018,5.6239362,29.91
21111,2018,2.6107808,22.3
21113,2018,2.9533572,5.59
21115,2018,0.2652883,13.27
21117,2018,2.4248118,16.8
21119,2018,5.2874584,26.23
21121,2018,10.80832,12.77
21123,2018,7.6342068,28.26
21125,2018,0.2652883,6.61
21127,2018,0.2652883,25.51
21129,2018,7.9270154,62
21131,2018,10.846509,29.27
21133,2018,14.658845,17.89
21135,2018,7.8696494,22.59
21137,2018,0.2652883,16.33
21139,2018,0.2652883,43.6
21141,2018,4.0405364,11.06
21143,2018,0.2652883,37.61
21145,2018,3.6999608,4.56
21147,2018,6.9109784,22.94
21149,2018,6.7395734,32.95
21151,2018,3.8266056,10.2
21153,2018,0.2652883,32.07
21155,2018,0.2652883,15.47
21157,2018,0.2652883,12.71
21159,2018,6.0685038,26.37
21161,2018,5.0041456,17.5
21163,2018,0.2652883,14.17
21165,2018,0.2652883,63.13
21167,2018,0.2652883,18.58
21169,2018,0.2652883,39.92
21171,2018,8.772087,28.37
21173,2018,10.7760554,14.29
21175,2018,5.6730794,30.47
21177,2018,6.392768,9.71
21179,2018,0.2652883,8.72
21181,2018,7.6199822,57
21183,2018,0.2652883,12.39
21185,2018,0.2652883,4.49
21187,2018,10.6325244,28.08
21189,2018,9.5905828,69.78
21191,2018,0.2652883,20.66
21193,2018,9.600586,15.03
21195,2018,0.2652883,6.76
21197,2018,5.8481168,32.5
21199,2018,2.7115406,0
21201,2018,13.7087822,202.22
21203,2018,5.0712152,24
21205,2018,0.2652883,16.29
21207,2018,12.5893422,22.53
21209,2018,0.2652883,7.25
21211,2018,0.2652883,6.3
21213,2018,0.2652883,16.58
21215,2018,4.8302942,21.63
21217,2018,0.2652883,15.68
21219,2018,5.8779058,32.86
21221,2018,0.2652883,20.84
21223,2018,0.2652883,35.46
21225,2018,0.2652883,20.52
21227,2018,2.7120438,8.2
21229,2018,0.2652883,24.88
21231,2018,10.8342428,19.31
21233,2018,7.962833,30.88
21235,2018,0.2652883,11
21237,2018,7.5518302,55.93
21239,2018,4.0897542,15.14
22001,2018,4.564784,19.8
22003,2018,5.7521796,15.58
22005,2018,2.0364108,10.9
22007,2018,4.4030676,17.74
22009,2018,0.2652883,26.9
22011,2018,3.4969914,0
22013,2018,5.5831128,0
22015,2018,2.723624,15.4
22017,2018,2.0339492,26.4
22019,2018,1.64553214,19.9
22021,2018,0.2652883,40.56
22023,2018,0.2652883,0
22025,2018,11.0896292,40.88
22027,2018,5.1796884,18.83
22029,2018,4.6713862,20.14
22031,2018,6.770639,26.4
22033,2018,3.054187,48.4
22035,2018,0.2652883,0
22037,2018,10.2321682,15.46
22039,2018,0.2652883,36.6
22041,2018,0.2652883,19.74
22043,2018,6.141828,13.42
22045,2018,3.5343864,19.1
22047,2018,7.0997576,25.1
22049,2018,0.2652883,25.31
22051,2018,3.7721878,26.4
22053,2018,0.2652883,9.5
22055,2018,2.7875894,30.9
22057,2018,3.0647172,11
22059,2018,0.2652883,56.1
22061,2018,4.2847228,24.8
22063,2018,2.6275408,10.5
22065,2018,6.1032724,35.59
22067,2018,8.0218974,11.68
22069,2018,3.4091262,10.21
22071,2018,5.5052824,52.2
22073,2018,3.782573,18.1
22075,2018,4.329577,0
22077,2018,9.5710888,32.4
22079,2018,4.0925416,43.8
22081,2018,0.2652883,47.42
22083,2018,8.9590396,19.6
22085,2018,4.2724876,16.63
22087,2018,3.1544974,16
22089,2018,4.9487056,5.66
22091,2018,6.3658046,38.92
22093,2018,0.2652883,39.6
22095,2018,6.9278994,25.2
22097,2018,2.414474,39.1
22099,2018,2.9335348,7.34
22101,2018,5.0295968,12.2
22103,2018,1.99999952,8.4
22105,2018,4.4443808,20.1
22107,2018,9.4069156,89.29
22109,2018,3.4781668,11
22111,2018,4.398941,17.71
22113,2018,2.7977454,10.2
22115,2018,3.022652,7.85
22117,2018,4.3323212,25.9
22119,2018,3.3948428,15.4
22121,2018,4.0972456,32.3
22123,2018,0.2652883,0
22125,2018,0.2652883,19.56
22127,2018,7.6068654,0
23001,2018,8.515729,3.69
23003,2018,11.4642354,5.88
23005,2018,3.3033418,2.7
23007,2018,6.4767848,13.3
23009,2018,2.9255422,7.3
23011,2018,3.823881,2.45
23013,2018,3.3785984,10.01
23015,2018,3.6232126,11.65
23017,2018,2.856518,6.93
23019,2018,8.844512,2.61
23021,2018,8.5707664,0
23023,2018,3.566374,0
23025,2018,7.0260896,7.86
23027,2018,4.6658516,10
23029,2018,11.8533364,0
23031,2018,3.901424,1.94
24001,2018,3.5471658,12.8
24003,2018,1.90577602,9.5
24005,2018,1.787274,20
24009,2018,0.2652883,4.34
24011,2018,6.1692934,0
24013,2018,0.2652883,4.2
24015,2018,3.0052338,9.2
24017,2018,2.463006,19.3
24019,2018,3.7281716,0
24021,2018,1.50234652,10.3
24023,2018,5.4020296,13.65
24025,2018,2.4073496,8.4
24027,2018,1.81515884,10.8
24029,2018,0.2652883,15.48
24031,2018,1.97233474,14.7
24033,2018,2.1038448,38.6
24035,2018,0.2652883,8
24037,2018,2.1154556,2.64
24039,2018,8.890974,22.3
24041,2018,6.7134338,10.74
24043,2018,3.0372626,9.4
24045,2018,5.0069304,12.7
24047,2018,4.1282564,5.77
24510,2018,4.686481,40.8
25001,2018,4.0672908,7.8
25003,2018,4.5454578,3.14
25005,2018,2.1185046,8.5
25007,2018,4.983449,23.12
25009,2018,3.8388768,11
25011,2018,4.9364352,4.22
25013,2018,2.4846094,15.8
25015,2018,2.9391264,4.8
25017,2018,1.46679282,10.4
25019,2018,0.2652883,35.87
25021,2018,2.3642544,7
25023,2018,1.99580526,14.3
25025,2018,4.1980668,21.2
25027,2018,2.9115602,6.3
26001,2018,12.4733916,0
26003,2018,6.7679048,0
26005,2018,2.0851786,2.56
26007,2018,10.6769876,0
26009,2018,6.0199652,0
26011,2018,5.3283506,0
26013,2018,7.024755,0
26015,2018,3.8333984,4.92
26017,2018,2.9855412,6.7
26019,2018,4.950038,0
26021,2018,4.1383972,2.57
26023,2018,0.2652883,9.17
26025,2018,3.202331,8.9
26027,2018,3.0050204,5.81
26029,2018,4.1064702,0
26031,2018,7.0186238,11.81
26033,2018,7.416182,0
26035,2018,0.2652883,13.01
26037,2018,0.2652883,3.8
26039,2018,0.2652883,0
26041,2018,3.5399718,0
26043,2018,0.2652883,0
26045,2018,2.1460872,8.5
26047,2018,7.0826464,0
26049,2018,2.8395686,8.8
26051,2018,4.1747442,11.87
26053,2018,0.2652883,0
26055,2018,4.3645106,4.33
26057,2018,0.2652883,0
26059,2018,3.16465,8.68
26061,2018,6.7839156,0
26063,2018,5.2311086,0
26065,2018,3.5260282,6
26067,2018,2.7145448,6.19
26069,2018,5.8019986,0
26071,2018,6.153438,36.22
26073,2018,3.5598876,5.59
26075,2018,4.390555,6.7
26077,2018,3.4692912,6.7
26079,2018,0.2652883,22.71
26081,2018,3.6265296,7.2
26083,2018,0.2652883,0
26085,2018,8.2783518,33.5
26087,2018,3.2229882,4.51
26089,2018,0.2652883,0
26091,2018,2.2428054,9.5
26093,2018,0.2652883,2.09
26095,2018,8.0537034,0
26097,2018,8.7510156,0
26099,2018,1.59585548,10.3
26101,2018,4.2387982,0
26103,2018,3.670993,0
26105,2018,0.2652883,0
26107,2018,0.2652883,6.88
26109,2018,8.4469518,0
26111,2018,2.4155814,0
26113,2018,5.3362774,0
26115,2018,4.1976014,7
26117,2018,2.7287828,4.69
26119,2018,11.4493398,0
26121,2018,4.4799548,6.2
26123,2018,5.9202118,0
26125,2018,2.1069314,7.8
26127,2018,4.0843988,15.1
26129,2018,8.8401328,0
26131,2018,8.3634004,0
26133,2018,0.2652883,0
26135,2018,7.0872722,0
26137,2018,4.2298008,0
26139,2018,1.42576324,3.3
26141,2018,13.7156124,0
26143,2018,8.3002872,0
26145,2018,5.1757694,4.9
26147,2018,2.4654184,3.7
26149,2018,2.7808396,6.53
26151,2018,0.2652883,0
26153,2018,7.1873966,0
26155,2018,3.6222804,5.81
26157,2018,4.94804,5.66
26159,2018,4.1837868,5.28
26161,2018,2.5555794,10.5
26163,2018,3.0397334,20.5
26165,2018,3.6697138,11.98
27001,2018,5.2013732,0
27003,2018,0.2652883,4.8
27005,2018,0.2652883,11.69
27007,2018,0.2652883,8.56
27009,2018,0.2652883,9.97
27011,2018,0.2652883,0
27013,2018,2.6650022,8.6
27015,2018,0.2652883,0
27017,2018,0.2652883,11.23
27019,2018,0.2652883,2.92
27021,2018,3.889957,10.19
27023,2018,0.2652883,0
27025,2018,0.2652883,7.19
27027,2018,3.7486748,4.69
27029,2018,0.2652883,0
27031,2018,12.219142,0
27033,2018,0.2652883,0
27035,2018,0.2652883,6.17
27037,2018,0.2652883,3.7
27039,2018,0.2652883,0
27041,2018,0.2652883,10.6
27043,2018,0.2652883,0
27045,2018,0.2652883,0
27047,2018,0.2652883,13.06
27049,2018,0.2652883,8.6
27051,2018,0.2652883,0
27053,2018,2.6845334,12.6
27055,2018,0.2652883,0
27057,2018,0.2652883,0
27059,2018,0.2652883,0
27061,2018,3.1883838,0
27063,2018,0.2652883,0
27065,2018,0.2652883,25.02
27067,2018,3.2691288,0
27069,2018,0.2652883,0
27071,2018,5.8136978,0
27073,2018,0.2652883,0
27075,2018,0.2652883,0
27077,2018,0.2652883,0
27079,2018,0.2652883,10.65
27081,2018,0.2652883,54.02
27083,2018,0.2652883,0
27085,2018,0.2652883,0
27087,2018,0.2652883,0
27089,2018,0.2652883,0
27091,2018,0.2652883,0
27093,2018,0.2652883,12.96
27095,2018,4.1262402,0
27097,2018,0.2652883,12.06
27099,2018,0.2652883,10.07
27101,2018,0.2652883,0
27103,2018,0.2652883,0
27105,2018,4.4575796,18.22
27107,2018,0.2652883,61.74
27109,2018,1.84305072,5.5
27111,2018,0.2652883,6.82
27113,2018,0.2652883,28.2
27115,2018,3.8993778,0
27117,2018,0.2652883,44.49
27119,2018,0.2652883,0
27121,2018,0.2652883,0
27123,2018,4.200252,9.4
27125,2018,0.2652883,77.12
27127,2018,0.2652883,0
27129,2018,0.2652883,27.4
27131,2018,0.2652883,6.03
27133,2018,0.2652883,0
27135,2018,0.2652883,0
27137,2018,3.0425982,2.9
27139,2018,0.2652883,2.04
27141,2018,0.2652883,6.4
27143,2018,0.2652883,26.99
27145,2018,0.2652883,2.52
27147,2018,0.2652883,10.8
27149,2018,0.2652883,0
27151,2018,0.2652883,0
27153,2018,0.2652883,0
27155,2018,0.2652883,0
27157,2018,0.2652883,0
27159,2018,0.2652883,0
27161,2018,0.2652883,15.98
27163,2018,1.49186408,4.2
27165,2018,0.2652883,0
27167,2018,0.2652883,64.47
27169,2018,0.2652883,0
27171,2018,0.2652883,2.22
27173,2018,0.2652883,30.68
28001,2018,6.3742604,33.7
28003,2018,3.4847222,10.71
28005,2018,5.8317218,32.31
28007,2018,0.2652883,21.67
28009,2018,7.0770054,0
28011,2018,5.1791502,35
28013,2018,5.424047,20.77
28015,2018,0.2652883,39.79
28017,2018,5.0080132,23.37
28019,2018,0.2652883,0
28021,2018,6.829731,33.89
28023,2018,5.201529,25.33
28025,2018,0.2652883,20.37
28027,2018,6.0370894,44.2
28029,2018,3.9428932,21
28031,2018,13.7534524,20.98
28033,2018,1.73416424,22.7
28035,2018,12.011591,46.6
28037,2018,10.2320404,39.18
28039,2018,0.2652883,16.58
28041,2018,17.2653332,30.11
28043,2018,6.3133606,18.96
28045,2018,3.128251,8.46
28047,2018,4.8141232,17
28049,2018,6.859171,45.4
28051,2018,13.453617,16.93
28053,2018,7.064746,48.55
28055,2018,17.236744,255.1
28057,2018,8.3661556,0
28059,2018,3.9484252,10.8
28061,2018,5.0879956,18.13
28063,2018,12.8876858,0
28065,2018,10.3778668,35.6
28067,2018,4.392333,12.5
28069,2018,9.0997476,40.85
28071,2018,0.2652883,12.6
28073,2018,3.8104184,9.7
28075,2018,3.4478378,17.5
28077,2018,5.7884058,31.8
28079,2018,6.0925966,26.5
28081,2018,2.3962278,12.9
28083,2018,3.898134,34.6
28085,2018,5.0042148,11.61
28087,2018,0.2652883,14.3
28089,2018,5.69593,14.9
28091,2018,8.109889,15.93
28093,2018,4.918829,16.6
28095,2018,3.544214,8.33
28097,2018,8.9729156,39.66
28099,2018,3.889093,10.19
28101,2018,6.299355,0
28103,2018,6.2572194,28.14
28105,2018,3.0481978,13.9
28107,2018,5.0287562,24.9
28109,2018,2.9068738,10.8
28111,2018,14.13336,33.44
28113,2018,3.3912726,37.2
28115,2018,3.7566202,12.6
28117,2018,4.1726542,15.81
28119,2018,7.549323,0
28121,2018,3.4502432,18.6
28123,2018,3.9490994,22
28125,2018,9.5905828,93.04
28127,2018,4.0484434,14.81
28129,2018,8.7483758,24.94
28131,2018,0.2652883,16.58
28133,2018,5.7140326,15.37
28135,2018,5.4906354,21.32
28137,2018,3.9477388,10.52
28139,2018,7.5224176,18.2
28141,2018,4.7077622,20.48
28143,2018,9.0373936,40.26
28145,2018,3.9403166,13.97
28147,2018,9.1983634,0
28149,2018,4.326447,31.3
28151,2018,6.0425186,27.4
28153,2018,6.4074354,0
28155,2018,0.2652883,0
28157,2018,9.6254712,34.46
28159,2018,4.8628282,16.46
28161,2018,5.8205752,32.18
28163,2018,12.2043324,21
29001,2018,8.0621396,0
29003,2018,4.9524394,0
29005,2018,0.2652883,0
29007,2018,4.1435928,15.57
29009,2018,4.9156312,0
29011,2018,5.9702168,0
29013,2018,7.137208,24.54
29015,2018,4.7619324,20.98
29017,2018,5.8635206,0
29019,2018,2.3453874,5.9
29021,2018,5.3624854,6.7
29023,2018,4.5171914,9.33
29025,2018,11.5411386,44.42
29027,2018,3.1917898,8.84
29029,2018,5.300703,6.54
29031,2018,2.4866248,5.09
29033,2018,6.8869462,0
29035,2018,8.1721106,0
29037,2018,2.1935666,3.83
29039,2018,5.50028,0
29041,2018,10.4201394,0
29043,2018,0.2652883,3.49
29045,2018,7.8393322,0
29047,2018,2.447915,11.8
29049,2018,0.2652883,19.46
29051,2018,4.7498398,9.3
29053,2018,0.2652883,0
29055,2018,0.2652883,0
29057,2018,0.2652883,0
29059,2018,5.0748168,0
29061,2018,0.2652883,36.33
29063,2018,0.2652883,0
29065,2018,0.2652883,0
29067,2018,5.6502614,0
29069,2018,5.3259124,0
29071,2018,3.611526,3.84
29073,2018,5.3828954,0
29075,2018,7.8722158,0
29077,2018,2.8448234,8.5
29079,2018,0.2652883,0
29081,2018,6.991765,0
29083,2018,4.4793358,18.41
29085,2018,6.6452746,0
29087,2018,13.4860782,0
29089,2018,0.2652883,29.84
29091,2018,3.3664252,9.93
29093,2018,12.547779,0
29095,2018,3.142349,18.4
29097,2018,4.6526356,5.1
29099,2018,3.9782,1.77
29101,2018,0.2652883,7.38
29103,2018,0.2652883,0
29105,2018,3.5639984,0
29107,2018,7.14005,12.22
29109,2018,3.4330432,10.37
29111,2018,0.2652883,0
29113,2018,2.885322,0
29115,2018,0.2652883,24.74
29117,2018,5.3069492,0
29119,2018,4.375606,0
29121,2018,5.2940402,0
29123,2018,0.2652883,32.86
29125,2018,0.2652883,0
29127,2018,6.6219482,13.93
29129,2018,0.2652883,0
29131,2018,0.2652883,0
29133,2018,0.2652883,29.57
29135,2018,5.165288,24.96
29137,2018,0.2652883,35.24
29139,2018,0.2652883,0
29141,2018,6.4531518,0
29143,2018,9.632389,17.09
29145,2018,3.902992,0
29147,2018,0.2652883,0
29149,2018,6.309206,0
29151,2018,5.5784402,0
29153,2018,6.7448578,0
29155,2018,5.0529004,0
29157,2018,4.7442384,0
29159,2018,3.2756506,9.36
29161,2018,5.3504248,8.9
29163,2018,0.2652883,21.56
29165,2018,2.2175904,3.93
29167,2018,3.7481544,9.41
29169,2018,2.9871212,7.64
29171,2018,0.2652883,0
29173,2018,0.2652883,0
29175,2018,0.2652883,0
29177,2018,0.2652883,0
29179,2018,17.7955132,0
29181,2018,5.5975996,0
29183,2018,1.97567594,6.3
29185,2018,6.6836628,0
29186,2018,0.2652883,16.83
29187,2018,2.6698182,0
29189,2018,1.78898,10.7
29195,2018,4.3908148,17.64
29197,2018,0.2652883,0
29199,2018,0.2652883,0
29201,2018,3.428643,10.34
29203,2018,7.1029672,49.11
29205,2018,0.2652883,0
29207,2018,5.390122,13.58
29209,2018,3.7533696,0
29211,2018,8.1339368,0
29213,2018,4.8371338,0
29215,2018,5.7400126,15.52
29217,2018,6.4087872,0
29219,2018,3.6149476,8.7
29221,2018,5.8174662,0
29223,2018,5.6510716,0
29225,2018,4.7317682,7.73
29227,2018,0.2652883,0
29229,2018,6.7521,0
29510,2018,6.1805248,35.9
30001,2018,9.307537,42.82
30003,2018,5.638156,0
30005,2018,10.988573,0
30007,2018,0.2652883,0
30009,2018,8.7573604,0
30011,2018,0.2652883,0
30013,2018,4.0295624,4.87
30015,2018,0.2652883,0
30017,2018,6.0015244,0
30019,2018,0.2652883,0
30021,2018,0.2652883,0
30023,2018,0.2652883,44.4
30025,2018,0.2652883,0
30027,2018,6.1097316,0
30029,2018,2.2291432,3.97
30031,2018,3.5412626,2.76
30033,2018,0.2652883,0
30035,2018,5.5827232,22.09
30037,2018,0.2652883,0
30039,2018,0.2652883,0
30041,2018,8.6485978,0
30043,2018,0.2652883,25.38
30045,2018,0.2652883,0
30047,2018,8.24646,0
30049,2018,5.0363054,0
30051,2018,0.2652883,0
