tractID,1980,1990,2000,2010
17031826700,1,4,4,0
17031826800,4,4,4,4
17031826901,4,0,0,0
17031826902,4,0,4,0
17031827000,4,4,4,4
17031827100,4,4,4,0
17031827300,0,0,0,0
17031827400,4,4,4,0
17031827500,4,4,4,4
17031827600,4,4,4,4
17031827700,1,1,4,0
17031827801,1,1,1,4
17031827802,1,1,1,4
17031827804,1,1,1,4
17031827805,1,1,1,4
17031828000,1,1,1,1
17031828100,1,1,1,1
17031828201,1,1,1,4
17031828202,1,1,1,1
17031828401,1,1,1,1
17031828402,1,1,1,1
17031828503,1,1,1,4
17031828504,1,1,1,4
17031828505,1,1,1,1
17031828506,1,1,1,4
17031828601,1,1,1,1
17031828701,1,1,1,4
17031828702,1,1,1,4
17031828801,1,1,1,1
17031828802,1,1,1,1
17031828900,2,1,3,4
17031829000,0,0,0,0
17031829100,3,3,3,3
17031829200,1,1,1,4
17031829301,1,1,1,1
17031829302,1,4,4,0
17031829401,4,4,4,0
17031829402,4,1,4,4
17031829500,1,1,1,4
17031829600,1,1,1,1
17031829700,0,4,4,4
17031829800,1,1,1,1
17031830001,1,1,1,1
17031830003,1,4,4,4
17031830004,1,1,1,4
17031830005,1,1,1,1
17031830006,1,1,1,4
17031830100,1,1,1,4
17031830300,1,1,4,4
17031830400,1,1,1,4
17031830500,3,3,3,3
17031830600,2,2,3,2
17031830700,0,2,2,5
17031830800,2,2,5,5
17031830900,3,3,3,5
17031831000,3,2,5,5
17031831100,2,2,2,3
17031831200,3,3,3,3
17031831300,3,0,0,3
17031831400,4,2,4,4
17031831500,1,1,1,3
17031831600,1,1,2,3
17031831700,1,2,2,2
17031831800,2,2,2,2
17031831900,2,5,5,5
17031832000,2,5,5,5
17031832100,2,5,5,5
17031832200,3,3,5,5
17031832300,3,3,5,5
17031832400,3,3,3,5
17031832500,2,5,5,5
17031832600,0,5,5,5
17031832900,5,5,5,5
17031833000,0,0,5,5
17031833100,0,0,4,5
17031833300,2,2,2,2
17031833900,3,3,0,0
17031834000,4,4,4,4
17031834200,4,4,4,0
17031834300,4,4,4,4
17031834400,0,0,0,0
17031834500,0,0,0,0
17031834600,0,0,0,0
17031834700,0,0,0,0
17031834800,0,0,0,0
17031834900,4,4,0,0
17031835000,2,3,0,0
17031835100,1,3,3,3
17031835200,1,1,1,2
17031835500,4,4,0,0
17031835600,0,0,0,0
17031835800,0,0,0,0
17031835900,0,0,0,0
17031836000,0,0,0,4
17031836100,0,0,0,0
17031836200,5,5,5,5
17031836300,5,5,4,4
17031836400,0,0,0,4
17031836500,0,0,0,0
17031836600,3,3,0,3
17031836700,0,0,0,4
17031836800,0,0,0,0
17031836900,0,0,0,0
17031837000,0,0,0,0
17031837100,0,0,4,4
17031837300,0,0,0,0
17031837400,0,0,0,0
17031837800,0,0,0,4
17031838000,0,0,0,4
17031838100,2,0,2,2
17031838200,2,2,0,2
17031838300,0,0,0,5
17031838600,0,0,0,0
17031838700,0,0,0,0
17031838800,3,3,3,3
17031839000,5,5,5,5
17031839100,5,5,5,5
17031839200,4,0,0,4
17031839500,0,0,0,4
17031839600,0,0,4,4
17031839700,2,2,2,2
17031839800,2,2,2,2
17031839900,4,2,2,2
17031840000,2,2,2,2
17031840100,2,2,2,2
17031840200,2,2,2,2
17031840300,2,3,3,3
17031840400,2,2,2,2
17031840700,3,3,3,3
17031840800,3,3,3,3
17031841100,2,2,2,2
17031841200,3,3,3,3
17031841300,3,3,3,3
17031841400,4,0,0,0
17031841500,0,0,0,0
17031841600,0,0,0,0
17031841700,3,3,0,0
17031841800,4,0,0,0
17031841900,0,5,4,5
17031842000,2,2,0,5
17031842100,2,3,4,4
17031842300,3,3,5,5
17031842400,4,4,4,4
17031842500,4,0,0,0
17031842600,3,3,3,2
17031842800,2,2,3,3
17031842900,0,0,0,0
17031843000,0,0,0,0
17031843100,0,0,0,0
17031843200,3,3,3,3
17031843300,0,0,0,0
17031843400,4,4,4,4
17031843500,3,3,3,4
17031843600,0,0,0,0
17031843700,2,2,2,5
17031843800,0,0,0,0
17031843900,0,0,0,4
